title,creators,title_screen,abstract_screen,reason
CHERI-SIMT: Implementing Capability Memory Protection in GPUs,"Naylor, Matthew ; Joannou, Alexandre ; Markettos, A. Theodore ; Metzger, Paul ; Moore, Simon W. ; Jones, Timothy M.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Lazy Eye Inspection: Capturing the State of Happy Eyeballs Implementations,"Sattler, Patrick ; Kirstein, Matthias ; Wüstrich, Lars ; Zirngibl, Johannes ; Carle, Georg",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Securing MCP-based Agent Workflows,"Ntousakis, Grigoris ; Stephen, Julian James ; Le, Michael V. ; Chukkapalli, Sai Sree Laya ; Taylor, Teryl ; Molloy, Ian M. ; Araujo, Frederico",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
The Impact of Hardware Variability on Applications Packaged with Docker and Guix: a Case Study in Neuroimaging,"Vila, Gael ; Medernach, Emmanuel ; Gonzalez Pepe, Ines ; Bonnet, Axel ; Chatelain, Yohan ; Sdika, Michael ; Glatard, Tristan ; Camarasu Pop, Sorina",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
PySimPace v2.0: An Easy-to-Use Simulation Tool with Machine Learning Pipelines for Realistic MRI Motion Artifact Generation,"Kumar, Snehil ; Vaughan, Neil ; Fu, Zeyu ; Wilson, Heather",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Porpoise: An LLM-Based Sandbox for Novices to Practice Writing Purpose Statements,"Krishnamurthi, Shriram ; Thießen, Thore ; Vahrenhold, Jan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Automated Environment Extraction for Malicious Package Validation: Leveraging Threat Intelligence,"Guo, Wenbo ; Wang, Limin ; Zhang, Yiran ; Xu, Zhengzi ; Wu, Jiahui",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Enabling HPC Scientific Workflows for Serverless,"Da Silva, Anderson Andrei ; Pablo Hong Enriquez, Rolando ; Rattihalli, Gourav ; Thurimella, Vijay ; Da Silva, Rafael Ferreira ; Milojicic, Dejan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
PeachCI: Scalable Continuous Integration of Generation-Based Protocol Fuzzing,"Chen, Wanli ; Chen, Yuanliang ; Ma, Fuchen ; Peng, Ruikang ; Xu, Qi ; Jiang, Yu ; Fu, Qiang ; Shi, Heyuan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Generating Executable Microservice Applications for Performance Benchmarking,"Lubas, Yannik ; Straesser, Martin ; Bauer, André ; Kounev, Samuel",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
ASTRAL: A Tool for the Automated Safety Testing of Large Language Models,"Ugarte, Miriam ; Valle, Pablo ; Parejo, José Antonio ; Segura, Sergio ; Arrieta, Aitor",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
BugsInDLLs : A Database of Reproducible Bugs in Deep Learning Libraries to Enable Systematic Evaluation of Testing Techniques,"Naziri, M M Abid ; Singh, Aman Kumar ; Wu, Benjamin ; Qin, Feiran (Alex) ; Dutta, Saikat ; d'Amorim, Marcelo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
RecFlex: Enabling Feature Heterogeneity-Aware Optimization for Deep Recommendation Models with Flexible Schedules,"Pan, Zaifeng ; Zheng, Zhen ; Zhang, Feng ; Xie, Bing ; Wu, Ruofan ; Smith, Shaden ; Liu, Chuanjie ; Ruwase, Olatunji ; Du, Xiaoyong ; Ding, Yufei",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Microservice Applications and Their Workloads on GitHub,"Lubas, Yannik ; Straesser, Martin ; Rohwer, Ivo ; Kounev, Samuel ; Bauer, André",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Between urgency and data quality: assessing the FAIRness of data in social science research on the COVID-19 pandemic,"Batzdorfer, Veronika ; Zenk-Möltgen, Wolfgang ; Young, Laura ; Katsanidou, Alexia ; Breuer, Johannes ; Bishop, Libby",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
EVT: Accelerating Deep Learning Training with Epilogue Visitor Tree,"Chen, Zhaodong ; Kerr, Andrew ; Cai, Richard ; Kosaian, Jack ; Wu, Haicheng ; Ding, Yufei ; Xie, Yuan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Saving Energy with Per-Variable Bitwidth Speculation,"McMichen, Tommy ; Dlott, David ; Wongse-ammat, Panitan ; Greiner, Nathan ; Khajanchi, Hussain ; Joseph, Russ ; Campanoni, Simone",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Reproscreener: Leveraging LLMs for Assessing Computational Reproducibility of Machine Learning Pipelines,"Bhaskar, Adhithya ; Stodden, Victoria",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Rapid Taint Assisted Concolic Execution (TACE),"Jain, Ridhi ; Tihanyi, Norbert ; Ndhlovu, Mthandazo ; Ferrag, Mohamed Amine ; Cordeiro, Lucas C.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Cross that boundary: Investigating the feasibility of cross-layer information sharing for enhancing ABR decision logic over QUIC,"Herbots, Joris ; Verstraete, Arno ; Wijnants, Maarten ; Quax, Peter ; Lamotte, Wim",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Why Should I Trust Your Code?,"Delignat-Lavaud, Antoine ; Fournet, Cédric ; Vaswani, Kapil ; Clebsch, Sylvan ; Riechert, Maik ; Costa, Manuel ; Russinovich, Mark",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Applying a Task-Based Approach to Distributed Machine Learning Workflows,"Vazquez-Novoa, Fernando ; Lezzi, Daniele ; Lordan, Francesc ; Baghdadi, Fatemeh ; Cirillo, Davide",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Bespoke: Interactively Synthesizing Custom GUIs from Command-Line Applications By Demonstration,"Vaithilingam, Priyan ; Guo, Philip J.",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
FunDa: Towards Serverless Data Analytics and In Situ Query Processing,"Das, Suvam Kumar ; Peter, Ronnit ; Zhang, Xiaozheng ; Ray, Suprio; Cudré-Mauroux, Philippe ; Kö, Andrea ; Wrembel, Robert",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"A SOAR platform for standardizing, automating operational processes and a monitoring service facilitating auditing procedures among IoT trustworthy environments","Bilali, Vasiliki Georgia ; Magklaris, Eustratios ; Kosyvas, Dimitrios ; Karagiannidis, Lazaros ; Ouzounoglou, Eleftherios ; Amditis, Angelos",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Hopes and Hurdles: Containerizing a Research Data Workflow with Globus and Docker Compose,"DeVries, Derek M; Brown, Shawn T. ; Oehsen, Barr von ; Adams, Eric ; Siegmann, Eva",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Performance Characterization of MQTT Brokers in a Device-Local Edge Deployment,"Simard, Guillaume ; Melançon, Cédric ; Cardinal, Patrick ; Gascon-Samson, Julien",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Image-Processing Workloads and DDoS Attack Resilience: Evaluating Docker and Podman Containers on Raspberry Pi and ODROID,"Gamess, Eric ; Parajuli, Mausam",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Why Mary Can Hack: Effectively Introducing High School Girls to Cybersecurity,"Costa, Gabriele ; De Francisci, Silvia ; Valiani, Serenella ; Prinetto, Paolo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
INFINEL: An efficient GPU-based processing method for unpredictable large output graph queries,"Park, Sungwoo ; Oh, Seyeon ; Kim, Min-Soo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Isabelle/Cloud: Delivering Isabelle/HOL as a Cloud IDE for Theorem Proving,"Xu, Hao ; Zhao, Yongwang; Mei, Hong ; Lv, Jian ; Jin, Zhi ; Li, Xuandong ; Yang, Xiaohu ; Xia, Xin",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
spl-js-engine: a JavaScript tool to implement software product lines,"Cortiñas, Alejandro ; Luaces, Miguel R. ; Pedreira, Óscar",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Engram: the one security platform for modern software supply chain risks,"Nadgowda, Shripad",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Types that Change: The Extensible Type Design Pattern,"Perez, Ivan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Container-Based Clinical Solutions for Portable and Reproducible Image Analysis,"Matelsky, Jordan ; Kiar, Gregory ; Johnson, Erik ; Rivera, Corban ; Toma, Michael ; Gray-Roncal, William",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"FogDocker: Start Container Now, Fetch Image Later","Civolani, Lorenzo ; Pierre, Guillaume ; Bellavista, Paolo",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Unix shell programming: the next 50 years,"Greenberg, Michael ; Kallas, Konstantinos ; Vasilakis, Nikos",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Decades of Striving for Pedagogical and Technological Alignment,"Haaranen, Lassi ; Ahrenberg, Lukas ; Hellas, Arto; Mühling, Andreas ; Jormanainen, Ilkka",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
"Charliecloud’s layer-free, Git-based container build cache","Priedhorsky, Reid ; Ogas, Jordan ; Davis IV, Claude H. (Rusty) ; Hounshel, Z. Noah ; Lee, Ashlyn ; Stormer, Benjamin ; Goff, R. Shane",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
WEATHERGOV: A Table Recognition and Summarization Dataset to Bridge the Gap Between Document Image Analysis and Natural Language Generation,"Dash, Amanda ; Cote, Melissa ; Albu, Alexandra Branzan",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Performance Evaluation of the Docker Technology on Different Raspberry Pi Models,"Gamess, Eric ; Parajuli, Mausam",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Containerizing Visualization Software: Experiences and Best Practices,"Solis, Andrew ; Allen, William J. ; Ferlanti, Erik; Wernert, Julie ; Chalker, Alan ; Smallen, Shava ; Samuel, Tabitha ; Navarro, JP",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
Containerized Mobile Sensing Simulation Framework for Smart Agriculture,"Liu, Jingyu ; Xiao, Xinrui ; Zhao, Yang ; Liu, Jie",FAIL,,"Title does not indicate relevance to Dockerfiles, Docker builds, flakiness, build reliability, static analysis, repair, or refactoring (heuristic, title-only)"
